Transaction ID,Account ID,Transaction Type,Transaction Amount
TRANS000641,ACC00641,Credit,1549.66
TRANS000642,ACC00642,Debit,3985.37
TRANS000643,ACC00643,Debit,91.51
TRANS000644,ACC00644,Debit,4548.59
TRANS000645,ACC00645,Credit,2705.01
TRANS000646,ACC00646,Credit,52.11
TRANS000647,ACC00647,Credit,2575.41
TRANS000648,ACC00648,Debit,3515.51
TRANS000649,ACC00649,Debit,2514.08
TRANS000650,ACC00650,Debit,2078.48
TRANS000651,ACC00651,Credit,1663.89
TRANS000652,ACC00652,Credit,1773.95
TRANS000653,ACC00653,Credit,1685.29
TRANS000654,ACC00654,Credit,2417.74
TRANS000655,ACC00655,Debit,4279.5
TRANS000656,ACC00656,Credit,1954.05
TRANS000657,ACC00657,Credit,2587.65
TRANS000658,ACC00658,Credit,821.54
TRANS000659,ACC00659,Debit,527.77
TRANS000660,ACC00660,Debit,234.45
TRANS000661,ACC00661,Debit,721.13
TRANS000662,ACC00662,Debit,1835.48
TRANS000663,ACC00663,Credit,3458.63
TRANS000664,ACC00664,Credit,2717.54
TRANS000665,ACC00665,Debit,2125.04
TRANS000666,ACC00666,Credit,1490.45
TRANS000667,ACC00667,Credit,4977.23
TRANS000668,ACC00668,Debit,342.27
TRANS000669,ACC00669,Debit,605.89
TRANS000670,ACC00670,Credit,2869.74
TRANS000671,ACC00671,Credit,2632.3
TRANS000672,ACC00672,Debit,1691.28
TRANS000673,ACC00673,Credit,4304.12
TRANS000674,ACC00674,Credit,1926.67
TRANS000675,ACC00675,Debit,3405.68
TRANS000676,ACC00676,Credit,2308.92
TRANS000677,ACC00677,Credit,1252.85
TRANS000678,ACC00678,Credit,4044.24
TRANS000679,ACC00679,Debit,4348.76
TRANS000680,ACC00680,Debit,86.89
TRANS000681,ACC00681,Debit,3598.57
TRANS000682,ACC00682,Debit,1783.62
TRANS000683,ACC00683,Debit,494.51
TRANS000684,ACC00684,Credit,936.84
TRANS000685,ACC00685,Credit,4096.54
TRANS000686,ACC00686,Credit,591.5
TRANS000687,ACC00687,Debit,1463.49
TRANS000688,ACC00688,Debit,187.5
TRANS000689,ACC00689,Debit,4075.2
TRANS000690,ACC00690,Debit,1040.13
TRANS000691,ACC00691,Credit,4358.53
TRANS000692,ACC00692,Debit,1782.64
TRANS000693,ACC00693,Credit,4245.86
TRANS000694,ACC00694,Credit,1681.86
TRANS000695,ACC00695,Credit,2868.51
TRANS000696,ACC00696,Credit,4431.78
TRANS000697,ACC00697,Debit,1126.73
TRANS000698,ACC00698,Debit,3139.47
TRANS000699,ACC00699,Debit,1564.02
TRANS000700,ACC00700,Debit,4143.77
TRANS000701,ACC00701,Debit,4821.99
TRANS000702,ACC00702,Credit,3122.93
TRANS000703,ACC00703,Debit,4210.62
TRANS000704,ACC00704,Debit,1425.38
TRANS000705,ACC00705,Credit,3166.2
TRANS000706,ACC00706,Credit,3891.28
TRANS000707,ACC00707,Debit,3576.64
TRANS000708,ACC00708,Debit,4305.44
TRANS000709,ACC00709,Credit,771.02
TRANS000710,ACC00710,Debit,1198.38
TRANS000711,ACC00711,Credit,1069.29
TRANS000712,ACC00712,Credit,2751.63
TRANS000713,ACC00713,Credit,4087.21
TRANS000714,ACC00714,Credit,2732.45
TRANS000715,ACC00715,Debit,4955.96
TRANS000716,ACC00716,Debit,4494.02
TRANS000717,ACC00717,Credit,1418.97
TRANS000718,ACC00718,Credit,4051.86
TRANS000719,ACC00719,Debit,77.89
TRANS000720,ACC00720,Debit,831.58
TRANS000721,ACC00721,Credit,3006.79
TRANS000722,ACC00722,Credit,4118.74
TRANS000723,ACC00723,Credit,3155.41
TRANS000724,ACC00724,Debit,4781.06
TRANS000725,ACC00725,Credit,3111.4
TRANS000726,ACC00726,Credit,3628.48
TRANS000727,ACC00727,Debit,1841.69
TRANS000728,ACC00728,Credit,2659.47
TRANS000729,ACC00729,Debit,1137.51
TRANS000730,ACC00730,Debit,2822.1
TRANS000731,ACC00731,Debit,684.26
TRANS000732,ACC00732,Debit,2862.35
TRANS000733,ACC00733,Credit,1059.22
TRANS000734,ACC00734,Debit,2285.94
TRANS000735,ACC00735,Credit,2396.79
TRANS000736,ACC00736,Credit,4703.79
TRANS000737,ACC00737,Credit,4211.18
TRANS000738,ACC00738,Debit,2327.45
TRANS000739,ACC00739,Credit,3093.06
TRANS000740,ACC00740,Credit,825.57
TRANS000741,ACC00741,Debit,4325.58
TRANS000742,ACC00742,Credit,4537.26
TRANS000743,ACC00743,Debit,4094.47
TRANS000744,ACC00744,Debit,2256.11
TRANS000745,ACC00745,Debit,915.54
TRANS000746,ACC00746,Debit,4539.77
TRANS000747,ACC00747,Credit,2990.58
TRANS000748,ACC00748,Credit,2113.64
TRANS000749,ACC00749,Debit,3155.58
TRANS000750,ACC00750,Debit,1674.73
TRANS000751,ACC00751,Debit,1616.28
TRANS000752,ACC00752,Credit,871.74
TRANS000753,ACC00753,Debit,3134.56
TRANS000754,ACC00754,Debit,3630.28
TRANS000755,ACC00755,Credit,688.8
TRANS000756,ACC00756,Credit,1557.23
TRANS000757,ACC00757,Debit,2590.89
TRANS000758,ACC00758,Credit,4668.03
TRANS000759,ACC00759,Credit,2972.86
TRANS000760,ACC00760,Debit,45.69
TRANS000761,ACC00761,Debit,4646.67
TRANS000762,ACC00762,Debit,3817.0
TRANS000763,ACC00763,Credit,4685.77
TRANS000764,ACC00764,Credit,2073.69
TRANS000765,ACC00765,Debit,4438.41
TRANS000766,ACC00766,Debit,2582.49
TRANS000767,ACC00767,Credit,3907.13
TRANS000768,ACC00768,Credit,1867.08
TRANS000769,ACC00769,Credit,984.32
TRANS000770,ACC00770,Credit,950.29
TRANS000771,ACC00771,Credit,4284.81
TRANS000772,ACC00772,Credit,3261.71
TRANS000773,ACC00773,Debit,2194.91
TRANS000774,ACC00774,Debit,4731.17
TRANS000775,ACC00775,Debit,3874.77
TRANS000776,ACC00776,Credit,781.03
TRANS000777,ACC00777,Credit,356.29
TRANS000778,ACC00778,Credit,4575.27
TRANS000779,ACC00779,Debit,3846.5
TRANS000780,ACC00780,Debit,4480.95
TRANS000781,ACC00781,Debit,299.76
TRANS000782,ACC00782,Credit,4531.31
TRANS000783,ACC00783,Credit,4026.03
TRANS000784,ACC00784,Credit,1841.47
TRANS000785,ACC00785,Debit,4334.82
TRANS000786,ACC00786,Debit,4823.05
TRANS000787,ACC00787,Credit,3526.53
TRANS000788,ACC00788,Credit,4650.59
TRANS000789,ACC00789,Debit,374.63
TRANS000790,ACC00790,Debit,74.38
TRANS000791,ACC00791,Credit,2983.75
TRANS000792,ACC00792,Credit,3437.69
TRANS000793,ACC00793,Credit,4450.06
TRANS000794,ACC00794,Credit,2091.63
TRANS000795,ACC00795,Debit,4839.52
TRANS000796,ACC00796,Credit,2899.78
TRANS000797,ACC00797,Debit,3371.34
TRANS000798,ACC00798,Credit,195.51
TRANS000799,ACC00799,Debit,2615.53
TRANS000800,ACC00800,Credit,4020.54
TRANS000801,ACC00801,Credit,3723.67
TRANS000802,ACC00802,Credit,3339.44
TRANS000803,ACC00803,Credit,2487.6
TRANS000804,ACC00804,Credit,1634.89
TRANS000805,ACC00805,Debit,1898.48
TRANS000806,ACC00806,Credit,3198.94
TRANS000807,ACC00807,Credit,4805.34
TRANS000808,ACC00808,Debit,321.07
TRANS000809,ACC00809,Debit,499.49
TRANS000810,ACC00810,Credit,1877.25
TRANS000811,ACC00811,Debit,2358.4
TRANS000812,ACC00812,Credit,2579.33
TRANS000813,ACC00813,Debit,1534.14
TRANS000814,ACC00814,Credit,3057.86
TRANS000815,ACC00815,Credit,2315.78
TRANS000816,ACC00816,Credit,3790.5
TRANS000817,ACC00817,Debit,798.56
TRANS000818,ACC00818,Credit,4114.44
TRANS000819,ACC00819,Debit,2591.2
TRANS000820,ACC00820,Debit,3048.21
TRANS000821,ACC00821,Debit,3643.74
TRANS000822,ACC00822,Debit,820.02
TRANS000823,ACC00823,Credit,1835.56
TRANS000824,ACC00824,Credit,3971.79
TRANS000825,ACC00825,Debit,211.54
TRANS000826,ACC00826,Debit,2958.48
TRANS000827,ACC00827,Credit,2149.59
TRANS000828,ACC00828,Credit,4015.6
TRANS000829,ACC00829,Debit,4373.94
TRANS000830,ACC00830,Credit,2765.49
TRANS000831,ACC00831,Credit,712.33
TRANS000832,ACC00832,Debit,1273.79
TRANS000833,ACC00833,Credit,164.24
TRANS000834,ACC00834,Credit,1387.03
TRANS000835,ACC00835,Debit,3916.66
TRANS000836,ACC00836,Credit,1575.16
TRANS000837,ACC00837,Debit,3946.65
TRANS000838,ACC00838,Debit,1683.19
TRANS000839,ACC00839,Debit,2281.35
TRANS000840,ACC00840,Credit,4900.59
TRANS000841,ACC00841,Debit,4471.09
TRANS000842,ACC00842,Debit,1366.76
TRANS000843,ACC00843,Debit,4248.73
TRANS000844,ACC00844,Credit,1891.81
TRANS000845,ACC00845,Credit,2911.41
TRANS000846,ACC00846,Debit,1895.35
TRANS000847,ACC00847,Credit,1288.05
TRANS000848,ACC00848,Credit,3509.25
TRANS000849,ACC00849,Debit,3819.89
TRANS000850,ACC00850,Credit,615.28
TRANS000851,ACC00851,Credit,4151.32
TRANS000852,ACC00852,Debit,2775.98
TRANS000853,ACC00853,Credit,2910.97
TRANS000854,ACC00854,Credit,4807.83
TRANS000855,ACC00855,Credit,2315.1
TRANS000856,ACC00856,Credit,269.22
TRANS000857,ACC00857,Credit,1405.82
TRANS000858,ACC00858,Credit,3573.03
TRANS000859,ACC00859,Debit,1109.0
TRANS000860,ACC00860,Credit,983.72
TRANS000861,ACC00861,Credit,1744.53
TRANS000862,ACC00862,Debit,4499.84
TRANS000863,ACC00863,Debit,1162.18
TRANS000864,ACC00864,Credit,3464.42
TRANS000865,ACC00865,Debit,2016.46
TRANS000866,ACC00866,Credit,2057.54
TRANS000867,ACC00867,Debit,2806.59
TRANS000868,ACC00868,Debit,3600.74
TRANS000869,ACC00869,Credit,2325.21
TRANS000870,ACC00870,Debit,4782.36
TRANS000871,ACC00871,Debit,1077.36
TRANS000872,ACC00872,Debit,3090.46
TRANS000873,ACC00873,Credit,2852.84
TRANS000874,ACC00874,Credit,263.52
TRANS000875,ACC00875,Credit,2675.74
TRANS000876,ACC00876,Credit,2248.57
TRANS000877,ACC00877,Credit,3081.9
TRANS000878,ACC00878,Credit,2979.45
TRANS000879,ACC00879,Debit,3984.63
TRANS000880,ACC00880,Debit,2448.89
TRANS000881,ACC00881,Credit,1068.47
TRANS000882,ACC00882,Credit,2009.37
TRANS000883,ACC00883,Credit,1590.28
TRANS000884,ACC00884,Debit,2262.93
TRANS000885,ACC00885,Debit,2261.63
TRANS000886,ACC00886,Debit,1782.24
TRANS000887,ACC00887,Debit,4863.85
TRANS000888,ACC00888,Credit,275.65
TRANS000889,ACC00889,Debit,4552.8
TRANS000890,ACC00890,Debit,1934.28
TRANS000891,ACC00891,Debit,263.04
TRANS000892,ACC00892,Debit,4053.77
TRANS000893,ACC00893,Debit,3887.52
TRANS000894,ACC00894,Debit,4930.75
TRANS000895,ACC00895,Credit,1318.11
TRANS000896,ACC00896,Credit,2582.06
TRANS000897,ACC00897,Credit,1776.63
TRANS000898,ACC00898,Debit,880.87
TRANS000899,ACC00899,Debit,2698.28
TRANS000900,ACC00900,Credit,377.74
TRANS000901,ACC00901,Credit,1034.61
TRANS000902,ACC00902,Credit,3853.21
TRANS000903,ACC00903,Credit,3048.04
TRANS000904,ACC00904,Credit,1473.07
TRANS000905,ACC00905,Debit,4718.52
TRANS000906,ACC00906,Credit,2857.83
TRANS000907,ACC00907,Debit,1851.38
TRANS000908,ACC00908,Debit,3292.14
TRANS000909,ACC00909,Credit,4505.1
TRANS000910,ACC00910,Credit,1959.64
TRANS000911,ACC00911,Credit,1319.46
TRANS000912,ACC00912,Credit,2190.6
TRANS000913,ACC00913,Credit,4305.0
TRANS000914,ACC00914,Credit,1519.37
TRANS000915,ACC00915,Debit,4208.33
TRANS000916,ACC00916,Credit,1070.02
TRANS000917,ACC00917,Credit,795.61
TRANS000918,ACC00918,Credit,1741.01
TRANS000919,ACC00919,Debit,2356.54
TRANS000920,ACC00920,Debit,1098.85
TRANS000921,ACC00921,Credit,1035.53
TRANS000922,ACC00922,Credit,2745.11
TRANS000923,ACC00923,Debit,1551.14
TRANS000924,ACC00924,Credit,2059.87
TRANS000925,ACC00925,Credit,3525.02
TRANS000926,ACC00926,Credit,2639.31
TRANS000927,ACC00927,Debit,1680.45
TRANS000928,ACC00928,Debit,1637.78
TRANS000929,ACC00929,Debit,823.43
TRANS000930,ACC00930,Credit,2014.84
TRANS000931,ACC00931,Credit,3299.13
TRANS000932,ACC00932,Credit,4504.62
TRANS000933,ACC00933,Credit,2870.88
TRANS000934,ACC00934,Debit,3197.9
TRANS000935,ACC00935,Credit,1180.82
TRANS000936,ACC00936,Debit,1666.91
TRANS000937,ACC00937,Credit,1003.57
TRANS000938,ACC00938,Credit,2211.78
TRANS000939,ACC00939,Credit,3721.16
TRANS000940,ACC00940,Credit,2125.98
TRANS000941,ACC00941,Credit,915.45
TRANS000942,ACC00942,Debit,709.92
TRANS000943,ACC00943,Debit,1183.72
TRANS000944,ACC00944,Credit,2027.1
TRANS000945,ACC00945,Debit,2386.14
TRANS000946,ACC00946,Debit,602.83
TRANS000947,ACC00947,Debit,3410.21
TRANS000948,ACC00948,Debit,2031.38
TRANS000949,ACC00949,Debit,3225.43
TRANS000950,ACC00950,Credit,2679.06
TRANS000951,ACC00951,Credit,2681.28
TRANS000952,ACC00952,Credit,1861.91
TRANS000953,ACC00953,Debit,1629.75
TRANS000954,ACC00954,Credit,1280.32
TRANS000955,ACC00955,Debit,3793.6
TRANS000956,ACC00956,Debit,195.65
TRANS000957,ACC00957,Debit,2713.96
TRANS000958,ACC00958,Debit,1010.08
TRANS000959,ACC00959,Credit,2690.14
TRANS000960,ACC00960,Debit,1675.17
TRANS000961,ACC00961,Credit,3752.12
TRANS000962,ACC00962,Debit,4381.48
TRANS000963,ACC00963,Debit,1405.18
TRANS000964,ACC00964,Debit,1388.94
TRANS000965,ACC00965,Credit,4077.47
TRANS000966,ACC00966,Credit,4363.12
TRANS000967,ACC00967,Credit,3957.21
TRANS000968,ACC00968,Credit,3432.55
TRANS000969,ACC00969,Debit,581.35
TRANS000970,ACC00970,Debit,4860.89
TRANS000971,ACC00971,Debit,4492.75
TRANS000972,ACC00972,Credit,1493.85
TRANS000973,ACC00973,Credit,3421.53
TRANS000974,ACC00974,Credit,3866.75
TRANS000975,ACC00975,Credit,3216.64
TRANS000976,ACC00976,Credit,4338.03
TRANS000977,ACC00977,Debit,3445.1
TRANS000978,ACC00978,Debit,3101.33
TRANS000979,ACC00979,Debit,3538.26
TRANS000980,ACC00980,Debit,4871.21
TRANS000981,ACC00981,Credit,2584.69
TRANS000982,ACC00982,Debit,1306.73
TRANS000983,ACC00983,Credit,2431.71
TRANS000984,ACC00984,Credit,1387.27
TRANS000985,ACC00985,Credit,4484.39
TRANS000986,ACC00986,Debit,517.39
TRANS000987,ACC00987,Debit,2420.55
TRANS000988,ACC00988,Debit,4727.76
TRANS000989,ACC00989,Credit,2963.33
TRANS000990,ACC00990,Debit,382.27
TRANS000991,ACC00991,Credit,2493.72
TRANS000992,ACC00992,Debit,1863.37
TRANS000993,ACC00993,Credit,2580.75
TRANS000994,ACC00994,Debit,3011.1
TRANS000995,ACC00995,Debit,113.62
TRANS000996,ACC00996,Debit,1232.05
TRANS000997,ACC00997,Credit,3653.17
TRANS000998,ACC00998,Debit,463.91
TRANS000999,ACC00999,Debit,558.06
TRANS001000,ACC01000,Credit,1405.75
TRANS001001,ACC01001,Credit,4649.63
TRANS001002,ACC01002,Credit,1536.97
TRANS001003,ACC01003,Credit,3391.85
TRANS001004,ACC01004,Debit,1830.3
TRANS001005,ACC01005,Debit,2001.55
TRANS001006,ACC01006,Credit,311.07
TRANS001007,ACC01007,Debit,687.1
TRANS001008,ACC01008,Debit,4892.04
TRANS001009,ACC01009,Debit,3015.12
TRANS001010,ACC01010,Debit,2046.08
TRANS001011,ACC01011,Credit,2219.33
TRANS001012,ACC01012,Credit,3592.45
TRANS001013,ACC01013,Credit,4662.72
TRANS001014,ACC01014,Debit,3765.13
TRANS001015,ACC01015,Debit,2912.92
TRANS001016,ACC01016,Debit,3464.41
TRANS001017,ACC01017,Debit,639.18
TRANS001018,ACC01018,Debit,1750.0
TRANS001019,ACC01019,Debit,3037.56
TRANS001020,ACC01020,Credit,3032.23
TRANS001021,ACC01021,Debit,4112.63
TRANS001022,ACC01022,Debit,3015.8
TRANS001023,ACC01023,Debit,4832.57
TRANS001024,ACC01024,Credit,3411.54
TRANS001025,ACC01025,Debit,3771.43
TRANS001026,ACC01026,Credit,3451.99
TRANS001027,ACC01027,Credit,3919.97
TRANS001028,ACC01028,Credit,748.27
TRANS001029,ACC01029,Credit,1507.67
TRANS001030,ACC01030,Debit,1799.08
TRANS001031,ACC01031,Debit,793.14
TRANS001032,ACC01032,Debit,2904.05
TRANS001033,ACC01033,Debit,2731.38
TRANS001034,ACC01034,Debit,360.0
TRANS001035,ACC01035,Debit,989.68
TRANS001036,ACC01036,Credit,3950.14
TRANS001037,ACC01037,Credit,4490.44
TRANS001038,ACC01038,Debit,462.92
TRANS001039,ACC01039,Debit,4024.04
TRANS001040,ACC01040,Debit,555.33
TRANS001041,ACC01041,Debit,2384.86
TRANS001042,ACC01042,Credit,3699.12
TRANS001043,ACC01043,Debit,4240.4
TRANS001044,ACC01044,Credit,2042.16
TRANS001045,ACC01045,Debit,723.05
TRANS001046,ACC01046,Credit,3570.46
TRANS001047,ACC01047,Credit,4846.69
TRANS001048,ACC01048,Debit,1833.03
TRANS001049,ACC01049,Debit,1757.55
TRANS001050,ACC01050,Credit,4979.4
TRANS001051,ACC01051,Debit,2987.7
TRANS001052,ACC01052,Debit,2248.17
TRANS001053,ACC01053,Credit,4854.73
TRANS001054,ACC01054,Credit,2236.94
TRANS001055,ACC01055,Debit,1661.52
TRANS001056,ACC01056,Credit,305.39
TRANS001057,ACC01057,Credit,4583.19
TRANS001058,ACC01058,Credit,4231.58
TRANS001059,ACC01059,Debit,4919.44
TRANS001060,ACC01060,Debit,3452.25
TRANS001061,ACC01061,Debit,2739.97
TRANS001062,ACC01062,Debit,669.04
TRANS001063,ACC01063,Debit,4944.76
TRANS001064,ACC01064,Debit,4095.31
TRANS001065,ACC01065,Credit,770.89
TRANS001066,ACC01066,Credit,4884.79
TRANS001067,ACC01067,Debit,1531.43
TRANS001068,ACC01068,Credit,682.52
TRANS001069,ACC01069,Debit,2525.36
TRANS001070,ACC01070,Debit,4660.1
TRANS001071,ACC01071,Credit,3063.29
TRANS001072,ACC01072,Credit,773.57
TRANS001073,ACC01073,Credit,3254.23
TRANS001074,ACC01074,Credit,3154.08
TRANS001075,ACC01075,Credit,2388.98
TRANS001076,ACC01076,Debit,1590.19
TRANS001077,ACC01077,Debit,971.64
TRANS001078,ACC01078,Debit,677.31
TRANS001079,ACC01079,Credit,2545.85
TRANS001080,ACC01080,Credit,245.19
TRANS001081,ACC01081,Credit,2844.38
TRANS001082,ACC01082,Debit,1684.68
TRANS001083,ACC01083,Credit,80.43
TRANS001084,ACC01084,Debit,1713.74
TRANS001085,ACC01085,Debit,4564.85
TRANS001086,ACC01086,Debit,3068.37
TRANS001087,ACC01087,Debit,4181.67
TRANS001088,ACC01088,Debit,1542.68
TRANS001089,ACC01089,Debit,659.44
TRANS001090,ACC01090,Debit,1315.42
TRANS001091,ACC01091,Credit,172.85
TRANS001092,ACC01092,Debit,2728.61
TRANS001093,ACC01093,Credit,1598.76
TRANS001094,ACC01094,Credit,914.78
TRANS001095,ACC01095,Credit,2963.77
TRANS001096,ACC01096,Debit,1533.28
TRANS001097,ACC01097,Credit,4658.42
TRANS001098,ACC01098,Credit,4859.17
TRANS001099,ACC01099,Debit,3711.86
TRANS001100,ACC01100,Credit,2825.5
TRANS001101,ACC01101,Debit,4063.06
TRANS001102,ACC01102,Debit,1964.1
TRANS001103,ACC01103,Credit,4095.33
TRANS001104,ACC01104,Credit,1953.56
TRANS001105,ACC01105,Credit,1378.5
TRANS001106,ACC01106,Debit,1731.22
TRANS001107,ACC01107,Credit,2074.87
TRANS001108,ACC01108,Debit,2427.14
TRANS001109,ACC01109,Debit,4200.21
TRANS001110,ACC01110,Debit,2307.83
TRANS001111,ACC01111,Credit,4777.09
TRANS001112,ACC01112,Credit,3925.43
TRANS001113,ACC01113,Credit,15.23
TRANS001114,ACC01114,Debit,236.8
TRANS001115,ACC01115,Credit,4563.76
TRANS001116,ACC01116,Credit,2214.68
TRANS001117,ACC01117,Credit,2132.37
TRANS001118,ACC01118,Debit,3089.7
TRANS001119,ACC01119,Debit,1388.81
TRANS001120,ACC01120,Debit,976.53
TRANS001121,ACC01121,Debit,1019.48
TRANS001122,ACC01122,Credit,3225.5
TRANS001123,ACC01123,Credit,4022.11
TRANS001124,ACC01124,Debit,4131.47
TRANS001125,ACC01125,Credit,4173.61
TRANS001126,ACC01126,Debit,2062.9
TRANS001127,ACC01127,Credit,1313.91
TRANS001128,ACC01128,Credit,4935.74
TRANS001129,ACC01129,Credit,4774.31
TRANS001130,ACC01130,Debit,2511.04
TRANS001131,ACC01131,Credit,4220.84
TRANS001132,ACC01132,Debit,1696.23
TRANS001133,ACC01133,Credit,2988.08
TRANS001134,ACC01134,Credit,2656.13
TRANS001135,ACC01135,Credit,2785.48
TRANS001136,ACC01136,Debit,2111.32
TRANS001137,ACC01137,Credit,2444.16
TRANS001138,ACC01138,Debit,1562.19
TRANS001139,ACC01139,Credit,2612.68
TRANS001140,ACC01140,Credit,3218.38
TRANS001141,ACC01141,Debit,1588.2
TRANS001142,ACC01142,Debit,3210.83
TRANS001143,ACC01143,Credit,2388.19
TRANS001144,ACC01144,Debit,410.28
TRANS001145,ACC01145,Debit,3595.45
TRANS001146,ACC01146,Credit,3199.88
TRANS001147,ACC01147,Debit,780.71
TRANS001148,ACC01148,Credit,187.8
TRANS001149,ACC01149,Credit,4296.49
TRANS001150,ACC01150,Debit,1540.16
TRANS001151,ACC01151,Debit,2182.67
TRANS001152,ACC01152,Debit,1961.45
TRANS001153,ACC01153,Credit,3254.53
TRANS001154,ACC01154,Debit,2190.29
TRANS001155,ACC01155,Credit,240.04
TRANS001156,ACC01156,Debit,840.78
TRANS001157,ACC01157,Debit,4846.74
TRANS001158,ACC01158,Credit,2391.87
TRANS001159,ACC01159,Credit,1655.51
TRANS001160,ACC01160,Debit,2873.96
TRANS001161,ACC01161,Credit,3449.12
TRANS001162,ACC01162,Credit,1874.09
TRANS001163,ACC01163,Credit,2055.18
TRANS001164,ACC01164,Debit,4464.45
TRANS001165,ACC01165,Debit,4316.91
TRANS001166,ACC01166,Debit,81.62
TRANS001167,ACC01167,Debit,2590.35
TRANS001168,ACC01168,Credit,3298.38
TRANS001169,ACC01169,Debit,3443.87
TRANS001170,ACC01170,Debit,932.83
TRANS001171,ACC01171,Debit,3985.53
TRANS001172,ACC01172,Debit,3963.57
TRANS001173,ACC01173,Debit,2135.06
TRANS001174,ACC01174,Credit,3431.53
TRANS001175,ACC01175,Credit,2117.8
TRANS001176,ACC01176,Debit,2087.67
TRANS001177,ACC01177,Credit,716.51
TRANS001178,ACC01178,Debit,1877.15
TRANS001179,ACC01179,Debit,2778.39
TRANS001180,ACC01180,Debit,3033.03
TRANS001181,ACC01181,Debit,869.11
TRANS001182,ACC01182,Credit,1676.4
TRANS001183,ACC01183,Debit,2536.53
TRANS001184,ACC01184,Credit,4139.35
TRANS001185,ACC01185,Debit,4668.6
TRANS001186,ACC01186,Credit,994.75
TRANS001187,ACC01187,Debit,679.31
TRANS001188,ACC01188,Debit,3453.56
TRANS001189,ACC01189,Debit,2704.72
TRANS001190,ACC01190,Credit,2074.19
TRANS001191,ACC01191,Debit,3576.9
TRANS001192,ACC01192,Debit,4999.44
TRANS001193,ACC01193,Debit,2235.47
TRANS001194,ACC01194,Debit,2836.17
TRANS001195,ACC01195,Debit,3376.51
TRANS001196,ACC01196,Debit,18.59
TRANS001197,ACC01197,Debit,148.44
TRANS001198,ACC01198,Credit,1870.81
TRANS001199,ACC01199,Credit,3740.82
TRANS001200,ACC01200,Credit,1974.05
TRANS001201,ACC01201,Credit,1531.54
TRANS001202,ACC01202,Credit,2109.13
TRANS001203,ACC01203,Credit,2480.46
TRANS001204,ACC01204,Credit,3538.69
TRANS001205,ACC01205,Credit,1371.95
TRANS001206,ACC01206,Debit,4357.67
TRANS001207,ACC01207,Credit,3720.33
TRANS001208,ACC01208,Credit,2634.37
TRANS001209,ACC01209,Credit,3746.13
TRANS001210,ACC01210,Credit,4804.66
TRANS001211,ACC01211,Debit,1007.04
TRANS001212,ACC01212,Credit,4174.94
TRANS001213,ACC01213,Debit,4621.09
TRANS001214,ACC01214,Credit,3151.3
TRANS001215,ACC01215,Debit,2420.81
TRANS001216,ACC01216,Credit,2756.33
TRANS001217,ACC01217,Debit,2712.5
TRANS001218,ACC01218,Credit,2095.0
TRANS001219,ACC01219,Credit,3095.5
TRANS001220,ACC01220,Credit,3828.61
TRANS001221,ACC01221,Debit,4297.36
TRANS001222,ACC01222,Credit,177.68
TRANS001223,ACC01223,Debit,2102.12
TRANS001224,ACC01224,Credit,1221.55
TRANS001225,ACC01225,Credit,909.67
TRANS001226,ACC01226,Debit,1725.61
TRANS001227,ACC01227,Debit,526.16
TRANS001228,ACC01228,Debit,4880.92
TRANS001229,ACC01229,Debit,351.55
TRANS001230,ACC01230,Debit,4325.65
TRANS001231,ACC01231,Credit,4620.01
TRANS001232,ACC01232,Debit,1307.17
TRANS001233,ACC01233,Debit,3421.26
TRANS001234,ACC01234,Credit,4571.52
TRANS001235,ACC01235,Credit,2985.47
TRANS001236,ACC01236,Debit,295.76
TRANS001237,ACC01237,Credit,4841.78
TRANS001238,ACC01238,Credit,1896.05
TRANS001239,ACC01239,Debit,2328.05
TRANS001240,ACC01240,Credit,257.28
TRANS001241,ACC01241,Debit,1547.39
TRANS001242,ACC01242,Credit,736.76
TRANS001243,ACC01243,Credit,4114.64
TRANS001244,ACC01244,Debit,1721.32
TRANS001245,ACC01245,Debit,3723.34
TRANS001246,ACC01246,Debit,3883.73
TRANS001247,ACC01247,Credit,3527.36
TRANS001248,ACC01248,Debit,3000.44
TRANS001249,ACC01249,Credit,2800.32
TRANS001250,ACC01250,Credit,1549.23
TRANS001251,ACC01251,Credit,658.26
TRANS001252,ACC01252,Credit,2293.96
TRANS001253,ACC01253,Credit,3932.39
TRANS001254,ACC01254,Credit,4880.74
TRANS001255,ACC01255,Debit,480.13
TRANS001256,ACC01256,Debit,4297.44
TRANS001257,ACC01257,Debit,4860.72
TRANS001258,ACC01258,Debit,395.56
TRANS001259,ACC01259,Credit,2029.18
TRANS001260,ACC01260,Credit,1309.82
TRANS001261,ACC01261,Credit,4662.79
TRANS001262,ACC01262,Debit,2338.86
TRANS001263,ACC01263,Debit,3304.63
TRANS001264,ACC01264,Debit,1478.01
TRANS001265,ACC01265,Credit,1227.8
TRANS001266,ACC01266,Credit,4332.54
TRANS001267,ACC01267,Credit,1597.58
TRANS001268,ACC01268,Debit,558.94
TRANS001269,ACC01269,Debit,1511.34
TRANS001270,ACC01270,Debit,2673.65
TRANS001271,ACC01271,Debit,4667.81
TRANS001272,ACC01272,Credit,594.08
TRANS001273,ACC01273,Debit,2706.0
TRANS001274,ACC01274,Debit,805.14
TRANS001275,ACC01275,Credit,2297.34
TRANS001276,ACC01276,Credit,3902.3
TRANS001277,ACC01277,Debit,4760.23
